Attrition,Business_Travel,CF_age_band,CF_attrition_label,Department,Education_Field,emp_no,Employee_Number,Gender,Job_Role,Marital_Status,Over_Time,Over18,Training_Times_Last_Year,Age,CF_current_Employee,Daily_Rate,Distance_From_Home,Education,Employee_Count,Environment_Satisfaction,Hourly_Rate,Job_Involvement,Job_Level,Job_Satisfaction,Monthly_Income,Monthly_Rate,Num_Companies_Worked,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Standard_Hours,Stock_Option_Level,Total_Working_Years,Work_Life_Balance,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Curr_Manager
No,Travel_Rarely,35 - 44,Current Employees,HR,Life Sciences,STAFF-665,665,Female,Human Resources,Single,No,Y,1,44,1,1112,1,Master's Degree,1,1,50,2,2,3,5985.00,26894.00,4,11,3,2,80,0,10,4,2,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Technical Degree,STAFF-666,666,Female,Sales Representative,Divorced,Yes,Y,3,34,1,204,14,Bachelor's Degree,1,3,31,3,1,3,2579.00,2912.00,1,18,3,4,80,2,8,3,8,2,0,6
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Marketing,STAFF-667,667,Male,Sales Representative,Divorced,No,Y,3,27,0,1420,2,High School,1,3,85,3,1,1,3041.00,16346.00,0,11,3,2,80,1,5,3,4,3,0,2
No,Travel_Rarely,Under 25,Current Employees,Sales,Technical Degree,STAFF-669,669,Male,Sales Representative,Single,No,Y,2,21,1,1343,22,High School,1,3,49,3,1,3,3447.00,24444.00,1,11,3,3,80,0,3,3,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-671,671,Male,Manager,Married,Yes,Y,2,44,1,1315,3,Master's Degree,1,4,35,3,5,4,19513.00,9358.00,4,12,3,1,80,1,26,4,2,2,0,1
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-675,675,Male,Research Scientist,Married,No,Y,3,22,1,604,6,High School,1,1,69,3,1,3,2773.00,12145.00,0,20,4,4,80,0,3,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-677,677,Male,Sales Executive,Divorced,No,Y,3,33,1,1216,8,Master's Degree,1,3,39,3,2,3,7104.00,20431.00,0,12,3,4,80,0,6,3,5,0,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-679,679,Female,Research Scientist,Married,Yes,Y,2,32,1,646,9,Master's Degree,1,1,92,3,2,4,6322.00,18089.00,1,12,3,4,80,1,6,2,6,4,0,5
No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,STAFF-680,680,Female,Research Scientist,Divorced,No,Y,2,30,1,160,3,Bachelor's Degree,1,3,71,3,1,3,2083.00,22653.00,1,20,4,3,80,1,1,3,1,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,Sales,Medical,STAFF-682,682,Female,Sales Executive,Single,No,Y,2,53,1,238,1,High School,1,4,34,3,2,1,8381.00,7507.00,7,20,4,4,80,0,18,4,14,7,8,10
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-683,683,Male,Research Scientist,Married,No,Y,4,34,1,1397,1,Doctoral Degree,1,2,42,3,1,4,2691.00,7660.00,1,12,3,4,80,1,10,2,10,9,8,8
Yes,Travel_Frequently,45 - 54,Ex-Employees,Sales,Life Sciences,STAFF-684,684,Female,Sales Executive,Married,No,Y,4,45,0,306,26,Master's Degree,1,1,100,3,2,1,4286.00,5630.00,2,14,3,4,80,2,5,3,1,1,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-686,686,Female,Laboratory Technician,Married,Yes,Y,2,26,1,991,6,Bachelor's Degree,1,3,71,3,1,4,2659.00,17759.00,1,13,3,3,80,1,3,3,3,2,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-689,689,Male,Manufacturing Director,Married,No,Y,2,37,1,482,3,Bachelor's Degree,1,3,36,3,3,3,9434.00,9606.00,1,15,3,3,80,1,10,3,10,7,7,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-690,690,Female,Sales Executive,Married,No,Y,5,29,1,1176,3,Associates Degree,1,2,62,3,2,3,5561.00,3487.00,1,14,3,1,80,1,6,2,6,0,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-691,691,Male,Research Scientist,Single,No,Y,3,35,1,1017,6,Master's Degree,1,2,82,1,2,4,6646.00,19368.00,1,13,3,2,80,0,17,3,17,11,11,8
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-692,692,Male,Healthcare Representative,Divorced,No,Y,2,33,1,1296,6,Bachelor's Degree,1,3,30,3,2,4,7725.00,5335.00,3,23,4,3,80,1,15,1,13,11,4,7
No,Travel_Rarely,45 - 54,Current Employees,HR,Medical,STAFF-698,698,Male,Human Resources,Married,No,Y,1,54,1,397,19,Master's Degree,1,3,88,3,3,2,10725.00,6729.00,2,15,3,3,80,1,16,4,9,7,7,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-699,699,Male,Manufacturing Director,Divorced,Yes,Y,2,36,1,913,9,Associates Degree,1,2,48,2,2,2,8847.00,13934.00,2,11,3,3,80,1,13,3,3,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-700,700,Male,Research Scientist,Single,No,Y,0,27,1,1115,3,Master's Degree,1,1,54,2,1,4,2045.00,15174.00,0,13,3,4,80,0,5,3,4,2,1,1
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Medical,STAFF-701,701,Male,Research Scientist,Single,Yes,Y,5,20,0,1362,10,High School,1,4,32,3,1,3,1009.00,26999.00,1,11,3,4,80,0,1,3,1,0,1,1
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-702,702,Male,Research Scientist,Single,Yes,Y,3,33,0,1076,3,Bachelor's Degree,1,1,70,3,1,1,3348.00,3164.00,1,11,3,1,80,0,10,3,10,8,9,7
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-704,704,Male,Laboratory Technician,Married,No,Y,3,35,1,727,3,Bachelor's Degree,1,3,41,2,1,3,1281.00,16900.00,1,18,3,3,80,2,1,3,1,0,0,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-705,705,Male,Research Scientist,Married,No,Y,3,23,1,885,4,Bachelor's Degree,1,1,58,4,1,1,2819.00,8544.00,2,16,3,1,80,1,5,4,3,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-707,707,Male,Sales Executive,Married,No,Y,4,25,1,810,8,Bachelor's Degree,1,4,57,4,2,2,4851.00,15678.00,0,22,4,3,80,1,4,3,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-709,709,Female,Sales Executive,Single,No,Y,2,38,1,243,7,Master's Degree,1,4,46,2,2,4,4028.00,7791.00,0,20,4,1,80,0,8,3,7,7,0,5
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-710,710,Male,Research Scientist,Divorced,No,Y,5,29,1,806,1,Master's Degree,1,2,76,1,1,4,2720.00,18959.00,1,18,3,4,80,1,10,3,10,7,2,8
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-712,712,Male,Sales Executive,Married,No,Y,3,48,1,817,2,High School,1,2,56,4,2,2,8120.00,18597.00,3,12,3,4,80,0,12,3,2,2,2,2
No,Travel_Frequently,25 - 34,Current Employees,Sales,Medical,STAFF-714,714,Female,Sales Executive,Divorced,Yes,Y,3,27,1,1410,3,High School,1,4,71,4,2,4,4647.00,16673.00,1,20,4,2,80,2,6,3,6,5,0,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-715,715,Male,Research Scientist,Single,No,Y,2,37,1,1225,10,Associates Degree,1,4,80,4,1,4,4680.00,15232.00,3,17,3,1,80,0,4,3,1,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-716,716,Male,Laboratory Technician,Married,Yes,Y,3,50,1,1207,28,High School,1,4,74,4,1,3,3221.00,3297.00,1,11,3,3,80,3,20,3,20,8,3,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-717,717,Female,Healthcare Representative,Single,No,Y,3,34,1,1442,9,Bachelor's Degree,1,4,46,2,3,2,8621.00,17654.00,1,14,3,2,80,0,9,4,8,7,7,7
Yes,Travel_Rarely,Under 25,Ex-Employees,Sales,Life Sciences,STAFF-720,720,Female,Sales Executive,Single,No,Y,3,24,0,693,3,Associates Degree,1,1,65,3,2,3,4577.00,24785.00,9,14,3,1,80,0,4,3,2,2,2,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,STAFF-721,721,Female,Healthcare Representative,Single,No,Y,4,39,1,408,2,Master's Degree,1,4,80,2,2,3,4553.00,20978.00,1,11,3,1,80,0,20,3,20,7,11,10
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-722,722,Male,Sales Executive,Single,No,Y,2,32,1,929,10,Bachelor's Degree,1,4,55,3,2,4,5396.00,21703.00,1,12,3,4,80,0,10,2,10,7,0,8
Yes,Travel_Frequently,45 - 54,Ex-Employees,Sales,Technical Degree,STAFF-723,723,Male,Sales Executive,Married,Yes,Y,4,50,0,562,8,Associates Degree,1,2,50,3,2,3,6796.00,23452.00,3,14,3,1,80,1,18,3,4,3,1,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-724,724,Female,Healthcare Representative,Single,No,Y,4,38,1,827,1,Master's Degree,1,2,33,4,2,4,7625.00,19383.00,0,13,3,3,80,0,10,2,9,7,1,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-725,725,Female,Manufacturing Director,Married,No,Y,3,27,1,608,1,Associates Degree,1,3,68,3,3,1,7412.00,6009.00,1,11,3,4,80,0,9,3,9,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-727,727,Female,Research Director,Single,No,Y,6,32,1,1018,3,Associates Degree,1,3,39,3,3,4,11159.00,19373.00,3,15,3,4,80,0,10,3,7,7,7,7
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-728,728,Male,Sales Executive,Single,No,Y,2,47,1,703,14,Master's Degree,1,4,42,3,2,1,4960.00,11825.00,2,12,3,4,80,0,20,3,7,7,1,7
No,Travel_Frequently,35 - 44,Current Employees,Sales,Life Sciences,STAFF-729,729,Male,Sales Executive,Married,Yes,Y,2,40,1,580,5,Master's Degree,1,4,48,2,3,1,10475.00,23772.00,5,21,4,3,80,1,20,3,18,13,1,12
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-730,730,Male,Research Director,Married,No,Y,3,53,1,970,7,Bachelor's Degree,1,3,59,4,4,3,14814.00,13514.00,3,19,3,3,80,0,32,3,5,1,1,3
No,Travel_Rarely,35 - 44,Current Employees,HR,Human Resources,STAFF-731,731,Male,Manager,Divorced,No,Y,2,41,1,427,10,Master's Degree,1,2,73,2,5,4,19141.00,8861.00,3,15,3,2,80,3,23,2,21,6,12,6
No,Travel_Rarely,Over 55,Current Employees,Sales,Marketing,STAFF-732,732,Male,Sales Executive,Single,No,Y,1,60,1,1179,16,Master's Degree,1,1,84,3,2,1,5405.00,11924.00,8,14,3,4,80,0,10,3,2,2,2,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-733,733,Male,Manufacturing Director,Divorced,No,Y,4,27,1,294,10,Associates Degree,1,4,32,3,3,1,8793.00,4809.00,1,21,4,3,80,2,9,2,9,7,1,7
No,Travel_Rarely,35 - 44,Current Employees,HR,Human Resources,STAFF-734,734,Male,Manager,Married,No,Y,3,41,1,314,1,Bachelor's Degree,1,4,59,2,5,3,19189.00,19562.00,1,12,3,2,80,1,22,3,22,7,2,10
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-738,738,Male,Sales Representative,Married,No,Y,2,50,1,316,8,Master's Degree,1,4,54,3,1,2,3875.00,9983.00,7,15,3,4,80,1,4,3,2,2,2,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-741,741,Female,Research Scientist,Single,Yes,Y,4,28,0,654,1,Associates Degree,1,1,67,1,1,2,2216.00,3872.00,7,13,3,4,80,0,10,3,7,7,3,7
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-742,742,Female,Research Director,Married,No,Y,2,36,1,427,8,Bachelor's Degree,1,1,63,4,3,1,11713.00,20335.00,9,14,3,1,80,1,10,3,8,7,0,5
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-743,743,Female,Manufacturing Director,Single,Yes,Y,4,38,1,168,1,Bachelor's Degree,1,3,81,3,3,3,7861.00,15397.00,4,14,3,4,80,0,10,4,1,0,0,0
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-744,744,Male,Laboratory Technician,Single,No,Y,5,44,1,381,24,Bachelor's Degree,1,1,49,1,1,3,3708.00,2104.00,2,14,3,3,80,0,9,3,5,2,1,4
No,Travel_Frequently,45 - 54,Current Employees,Sales,Medical,STAFF-746,746,Female,Sales Executive,Divorced,Yes,Y,2,47,1,217,3,Bachelor's Degree,1,4,49,3,4,3,13770.00,10225.00,9,12,3,4,80,2,28,2,22,2,11,13
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-747,747,Male,Sales Executive,Divorced,No,Y,2,30,1,501,27,Doctoral Degree,1,3,99,3,2,4,5304.00,25275.00,7,23,4,4,80,1,10,2,8,7,7,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-749,749,Male,Sales Representative,Single,No,Y,6,29,1,1396,10,Bachelor's Degree,1,3,99,3,1,3,2642.00,2755.00,1,11,3,3,80,0,1,3,1,0,0,0
Yes,Travel_Frequently,35 - 44,Ex-Employees,R&D,Medical,STAFF-752,752,Male,Research Scientist,Divorced,Yes,Y,2,42,0,933,19,Bachelor's Degree,1,3,57,4,1,3,2759.00,20366.00,6,12,3,4,80,0,7,3,2,2,2,2
No,Travel_Frequently,35 - 44,Current Employees,Sales,Life Sciences,STAFF-754,754,Male,Sales Executive,Married,No,Y,5,43,1,775,15,Bachelor's Degree,1,4,47,2,2,4,6804.00,23683.00,3,18,3,3,80,1,7,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-757,757,Female,Healthcare Representative,Single,No,Y,2,34,1,970,8,Associates Degree,1,2,96,3,2,3,6142.00,7360.00,3,11,3,4,80,0,10,3,5,1,4,3
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-758,758,Male,Laboratory Technician,Married,No,Y,2,23,1,650,9,High School,1,2,37,3,1,1,2500.00,4344.00,1,14,3,4,80,1,5,4,4,3,0,2
No,Travel_Rarely,35 - 44,Current Employees,HR,Human Resources,STAFF-760,760,Female,Human Resources,Married,No,Y,3,39,1,141,3,Bachelor's Degree,1,3,44,4,2,2,6389.00,18767.00,9,15,3,3,80,1,12,1,8,3,3,6
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-762,762,Male,Healthcare Representative,Married,No,Y,1,56,1,832,9,Bachelor's Degree,1,3,81,3,4,4,11103.00,20420.00,7,11,3,3,80,0,30,2,10,7,1,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-763,763,Female,Research Scientist,Single,Yes,Y,2,40,1,804,2,High School,1,4,86,2,1,4,2342.00,22929.00,0,20,4,4,80,0,5,2,4,2,2,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-764,764,Female,Healthcare Representative,Single,No,Y,2,27,1,975,7,Bachelor's Degree,1,4,55,2,2,1,6811.00,23398.00,8,19,3,1,80,0,9,1,7,6,0,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-766,766,Male,Sales Representative,Divorced,No,Y,2,29,1,1090,10,Bachelor's Degree,1,4,83,3,1,2,2297.00,17967.00,1,14,3,4,80,2,2,3,2,2,2,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-769,769,Male,Laboratory Technician,Single,No,Y,4,53,1,346,6,Bachelor's Degree,1,4,86,3,2,4,2450.00,10919.00,2,17,3,4,80,0,19,3,2,2,2,2
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-771,771,Female,Healthcare Representative,Divorced,No,Y,2,35,1,1225,2,Master's Degree,1,4,61,3,2,1,5093.00,4761.00,2,11,3,1,80,1,16,4,1,0,0,0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-772,772,Male,Laboratory Technician,Married,No,Y,2,32,1,430,24,Master's Degree,1,1,80,3,2,4,5309.00,21146.00,1,15,3,4,80,2,10,3,10,8,4,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-773,773,Male,Research Scientist,Married,Yes,Y,0,38,1,268,2,Doctoral Degree,1,4,92,3,1,3,3057.00,20471.00,6,13,3,2,80,1,6,1,1,0,0,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-775,775,Female,Manufacturing Director,Divorced,No,Y,3,34,1,167,8,Doctoral Degree,1,2,32,3,2,1,5121.00,4187.00,3,14,3,3,80,1,7,3,0,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-776,776,Male,Manager,Married,No,Y,3,52,1,621,3,Master's Degree,1,3,31,2,4,1,16856.00,10084.00,1,11,3,1,80,0,34,4,34,6,1,16
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Other,STAFF-780,780,Male,Research Scientist,Single,Yes,Y,2,33,0,527,1,Master's Degree,1,4,63,3,1,4,2686.00,5207.00,1,13,3,3,80,0,10,2,10,9,7,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-781,781,Female,Sales Executive,Single,No,Y,5,25,1,883,26,High School,1,3,32,3,2,4,6180.00,22807.00,1,23,4,2,80,0,6,2,6,5,1,4
No,Travel_Rarely,45 - 54,Current Employees,Sales,Technical Degree,STAFF-783,783,Male,Sales Representative,Single,No,Y,3,45,1,954,2,Associates Degree,1,2,46,1,2,3,6632.00,12388.00,0,13,3,1,80,0,9,3,8,7,3,1
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-784,784,Male,Research Scientist,Single,No,Y,3,23,1,310,10,High School,1,1,79,4,1,3,3505.00,19630.00,1,18,3,4,80,0,2,3,2,2,0,2
Yes,Travel_Frequently,45 - 54,Ex-Employees,Sales,Life Sciences,STAFF-785,785,Female,Sales Executive,Single,Yes,Y,2,47,0,719,27,Associates Degree,1,2,77,4,2,3,6397.00,10339.00,4,12,3,4,80,0,8,3,5,4,1,3
No,Travel_Rarely,25 - 34,Current Employees,Sales,Other,STAFF-786,786,Male,Sales Executive,Single,No,Y,5,34,1,304,2,Bachelor's Degree,1,4,60,3,2,4,6274.00,18686.00,1,22,4,3,80,0,6,3,6,5,1,4
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Medical,STAFF-787,787,Male,Manager,Married,Yes,Y,2,55,0,725,2,Bachelor's Degree,1,4,78,3,5,1,19859.00,21199.00,5,13,3,4,80,1,24,3,5,2,1,4
No,Non-Travel,35 - 44,Current Employees,Sales,Life Sciences,STAFF-789,789,Male,Sales Executive,Single,No,Y,1,36,1,1434,8,Master's Degree,1,1,76,2,3,1,7587.00,14229.00,1,15,3,2,80,0,10,3,10,7,0,9
No,Non-Travel,45 - 54,Current Employees,R&D,Medical,STAFF-791,791,Male,Research Scientist,Married,No,Y,3,52,1,715,19,Master's Degree,1,4,41,3,1,4,4258.00,26589.00,0,18,3,1,80,1,5,3,4,3,1,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-792,792,Female,Laboratory Technician,Divorced,No,Y,2,26,1,575,1,Associates Degree,1,1,71,1,1,4,4364.00,5288.00,3,14,3,1,80,1,5,3,2,2,2,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-793,793,Female,Healthcare Representative,Married,No,Y,3,29,1,657,27,Bachelor's Degree,1,2,66,3,2,3,4335.00,25549.00,4,12,3,1,80,1,11,2,8,7,1,1
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Technical Degree,STAFF-796,796,Male,Sales Executive,Single,No,Y,2,26,0,1146,8,Bachelor's Degree,1,4,38,2,2,1,5326.00,3064.00,6,17,3,3,80,0,6,2,4,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-797,797,Female,Research Scientist,Single,No,Y,2,34,1,182,1,Master's Degree,1,2,72,4,1,4,3280.00,13551.00,2,16,3,3,80,0,10,3,4,2,1,3
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-799,799,Female,Manufacturing Director,Divorced,Yes,Y,4,54,1,376,19,Master's Degree,1,4,95,3,2,1,5485.00,22670.00,9,11,3,2,80,2,9,3,5,3,1,4
No,Travel_Frequently,25 - 34,Current Employees,Sales,Marketing,STAFF-800,800,Male,Sales Executive,Married,No,Y,3,27,1,829,8,High School,1,3,84,3,2,4,4342.00,24008.00,0,19,3,2,80,1,5,3,4,2,1,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-802,802,Female,Research Scientist,Divorced,Yes,Y,3,37,1,571,10,High School,1,4,82,3,1,1,2782.00,19905.00,0,13,3,2,80,2,6,2,5,3,4,3
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-803,803,Female,Manufacturing Director,Single,Yes,Y,2,38,1,240,2,Master's Degree,1,1,75,4,2,1,5980.00,26085.00,6,12,3,4,80,0,17,3,15,7,4,12
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-804,804,Female,Research Scientist,Single,No,Y,3,34,1,121,2,Master's Degree,1,3,86,2,1,1,4381.00,7530.00,1,11,3,3,80,0,6,3,6,5,1,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-805,805,Female,Sales Representative,Married,No,Y,1,35,1,384,8,Master's Degree,1,1,72,3,1,4,2572.00,20317.00,1,16,3,2,80,1,3,2,3,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-806,806,Male,Laboratory Technician,Married,No,Y,2,30,1,921,1,Bachelor's Degree,1,4,38,1,1,3,3833.00,24375.00,3,21,4,3,80,2,7,3,2,2,0,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-807,807,Female,Healthcare Representative,Married,No,Y,2,40,1,791,2,Associates Degree,1,3,38,4,2,2,4244.00,9931.00,1,24,4,4,80,1,8,3,8,7,3,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-808,808,Female,Sales Executive,Married,No,Y,1,34,1,1111,8,Associates Degree,1,3,93,3,2,1,6500.00,13305.00,5,17,3,2,80,1,6,3,3,2,1,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-809,809,Male,Manager,Divorced,No,Y,4,42,1,570,8,Bachelor's Degree,1,2,66,3,5,4,18430.00,16225.00,1,13,3,2,80,1,24,2,24,7,14,9
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Life Sciences,STAFF-811,811,Male,Laboratory Technician,Married,Yes,Y,2,23,0,1243,6,Bachelor's Degree,1,3,63,4,1,1,1601.00,3445.00,1,21,4,3,80,2,1,3,0,0,0,0
No,Non-Travel,Under 25,Current Employees,R&D,Life Sciences,STAFF-812,812,Male,Laboratory Technician,Divorced,No,Y,4,24,1,1092,9,Bachelor's Degree,1,3,60,2,1,2,2694.00,26551.00,1,11,3,3,80,3,1,3,1,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-813,813,Female,Laboratory Technician,Married,No,Y,3,52,1,1325,11,Master's Degree,1,4,82,3,2,3,3149.00,21821.00,8,20,4,2,80,1,9,3,5,2,1,4
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-815,815,Male,Research Director,Married,No,Y,3,50,1,691,2,Bachelor's Degree,1,3,64,3,4,3,17639.00,6881.00,5,16,3,4,80,0,30,3,4,3,0,3
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-816,816,Female,Laboratory Technician,Married,Yes,Y,1,29,0,805,1,Associates Degree,1,2,36,2,1,1,2319.00,6689.00,1,11,3,4,80,1,1,3,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-817,817,Male,Research Director,Married,No,Y,3,33,1,213,7,Bachelor's Degree,1,3,49,3,3,3,11691.00,25995.00,0,11,3,4,80,0,14,4,13,9,3,7
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Marketing,STAFF-819,819,Female,Sales Executive,Single,No,Y,3,33,0,118,16,Bachelor's Degree,1,1,69,3,2,1,5324.00,26507.00,5,15,3,3,80,0,6,3,3,2,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Other,STAFF-820,820,Female,Manager,Married,Yes,Y,3,47,1,202,2,Associates Degree,1,3,33,3,4,4,16752.00,12982.00,1,11,3,3,80,1,26,2,26,14,3,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-823,823,Female,Manufacturing Director,Married,No,Y,2,36,1,676,1,Bachelor's Degree,1,3,35,3,2,2,5228.00,23361.00,0,15,3,1,80,1,10,3,9,7,0,5
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-824,824,Male,Research Scientist,Married,No,Y,3,29,1,1252,23,Associates Degree,1,3,81,4,1,3,2700.00,23779.00,1,24,4,3,80,1,10,3,10,7,0,7
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Life Sciences,STAFF-825,825,Male,Research Director,Single,Yes,Y,2,58,0,286,2,Master's Degree,1,4,31,3,5,2,19246.00,25761.00,7,12,3,4,80,0,40,3,31,15,13,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-826,826,Female,Research Scientist,Single,No,Y,0,35,1,1258,1,Master's Degree,1,4,40,4,1,3,2506.00,13301.00,3,13,3,3,80,0,7,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-827,827,Female,Manufacturing Director,Married,Yes,Y,4,42,1,932,1,Associates Degree,1,4,43,2,2,4,6062.00,4051.00,9,13,3,4,80,1,8,3,4,3,0,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-828,828,Male,Research Scientist,Single,No,Y,3,28,0,890,2,Master's Degree,1,3,46,3,1,3,4382.00,16374.00,6,17,3,4,80,0,5,2,2,2,2,1
No,Travel_Rarely,35 - 44,Current Employees,HR,Human Resources,STAFF-829,829,Male,Human Resources,Married,No,Y,2,36,1,1041,13,Bachelor's Degree,1,3,36,3,1,2,2143.00,25527.00,4,13,3,2,80,1,8,3,5,2,0,4
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-830,830,Female,Manufacturing Director,Married,No,Y,3,32,1,859,4,Bachelor's Degree,1,3,98,2,2,3,6162.00,19124.00,1,12,3,3,80,1,14,3,14,13,6,8
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-832,832,Male,Laboratory Technician,Single,No,Y,6,40,1,720,16,Master's Degree,1,1,51,2,2,3,5094.00,11983.00,6,14,3,4,80,0,10,3,1,0,0,0
